#Energy, Intensity
2437.042767,0.0565498105408846
2439.543898,0.0568258181330253
2442.04416,0.0398183745776079
2444.544764,0.0574928227015055
2447.045278,0.0613957451700383
2449.545503,0.0512319163778738
2452.046554,0.0450065748501675
2454.546682,0.0275459630540681
2457.046041,0.0337373282957808
2459.546725,0.0484080836761995
2462.047337,0.0359556855663435
2464.398245,0.0318460559802192
2466.149958,0.0394467808688957
2466.999915,0.0327341335650461
2467.250279,0.0436830616781205
2467.352217,0.0422906956036023
2467.453067,0.0511018174689819
2467.553075,0.04899957057914
2467.653099,0.058029519743166
2467.75326,0.0622794317752266
2467.853437,0.0520605498666508
2467.953384,0.0621124505503025
2468.053224,0.0712330982686511
2468.153324,0.0846257534009651
2468.253686,0.0835202420577382
2468.353694,0.101234820074782
2468.453473,0.103400097149808
2468.553635,0.0939619525591444
2468.653935,0.0893551855302852
2468.753759,0.0998400688519517
2468.853108,0.116532995618511
2468.953086,0.0939708993383611
2469.053325,0.0970820301581819
2469.153333,0.107858726310046
2469.253357,0.105121565478927
2469.353396,0.112622363171805
2469.453574,0.0886055670799833
2469.553275,0.08845494120017
2469.653114,0.0929471224046406
2469.753215,0.0964519321236564
2469.853331,0.0855411948186348
2469.953339,0.0871432758403725
2470.053363,0.0951582636108084
2470.153648,0.0946668133942682
2470.253826,0.0801943248065441
2470.353772,0.0827267166848453
2470.453488,0.0946555367241391
2470.553342,0.104867204114139
2470.653211,0.105164420918256
2470.753466,0.0918242970875885
2470.853858,0.107938706435771
2470.953404,0.0992050192040536
2471.053458,0.102005557320524
2471.15365,0.0977596056485992
2471.253365,0.111631832920216
2471.353464,0.120775083010502
2471.453456,0.0880104479519206
2471.553463,0.114103544949955
2471.653732,0.121909655980379
2471.75377,0.111542455122156
2471.853576,0.116406561599507
2471.953891,0.114941795382877
2472.054222,0.112155803652987
2472.15395,0.126799030397085
2472.253817,0.136721894477812
2472.353947,0.131981875571147
2472.453968,0.152419259807773
2472.554005,0.163530774936006
2472.654057,0.146643109637083
2472.754,0.164740887547938
2472.853959,0.167987539660676
2472.953933,0.166946753776921
2473.053799,0.161547456627448
2473.153927,0.188078013252109
2473.25407,0.192950334381631
2473.353982,0.18984412384219
2473.453785,0.182846458287414
2473.553974,0.185476982232204
2473.654055,0.186183488224277
2473.75378,0.182800445703241
2473.853891,0.197606577374026
2473.953894,0.188890199824917
2474.053912,0.205268205903496
2474.153822,0.18245014562606
2474.253623,0.207732736293591
2474.353315,0.215309731533889
2474.453146,0.172280262894741
2474.553488,0.195042201644043
2474.653969,0.214814463852003
2474.753723,0.202578291075136
2474.853615,0.210986133309308
2474.954142,0.22370144907514
2475.054312,0.225254202621982
2475.154126,0.217646635168206
2475.253583,0.212703848670687
2475.353675,0.211956119800059
2475.453783,0.231799999893585
2475.553533,0.236155913366496
2475.653547,0.213671268558432
2475.7537,0.21071799539795
2475.853496,0.24777209125042
2475.953307,0.197773407445937
2476.053878,0.225475214270231
2476.154216,0.223661944989119
2476.254446,0.226583747179655
2476.354317,0.228284417387826
2476.453956,0.248129263319407
2476.554355,0.232231015583272
2476.654645,0.213476769801855
2476.754454,0.222862686290761
2476.854028,0.215771190943671
2476.953991,0.2161818557956
2477.054218,0.228070092523061
2477.154211,0.201615553331173
2477.254344,0.222345914013592
2477.354243,0.226856731684242
2477.453784,0.208415621786709
2477.553962,0.202627991594054
2477.654031,0.211704006541698
2477.753742,0.19523274515763
2477.853716,0.202243160771274
2477.953955,0.186758923946841
2478.054209,0.211234385876424
2478.153981,0.196081601531928
2478.254016,0.212802940333932
2478.353942,0.181765433648606
2478.454132,0.171127967998344
2478.554462,0.17429297330351
2478.654185,0.192009332426939
2478.754171,0.192877671151236
2478.854547,0.173890288386249
2478.954564,0.167846847385568
2479.054097,0.16966574725777
2479.154144,0.183632672878651
2479.254705,0.165787043324355
2479.354408,0.165380428014
2479.454251,0.176727401216321
2479.554483,0.168734303081426
2479.654356,0.177515323577625
2479.754244,0.171138455509697
2479.854273,0.173829578313332
2479.954566,0.181432482891759
2480.054499,0.179006090997514
2480.154573,0.168061297938703
2480.254536,0.153584666210411
2480.35439,0.158118254191596
2480.454384,0.179490256964606
2480.554268,0.182928637806574
2480.654167,0.178790216833573
2480.754206,0.180813516473567
2480.854385,0.182600790754936
2480.95483,0.20655531779642
2481.054664,0.200265639999065
2481.154263,0.215815929867888
2481.254127,0.208844829960131
2481.354132,0.21103171471609
2481.454652,0.189850782608363
2481.554436,0.222165383746683
2481.654235,0.226366505834619
2481.754425,0.206304091042345
2481.854631,0.20733649158303
2481.954099,0.221260447886003
2482.053833,0.218115326273009
2482.154334,0.215648832830955
2482.254349,0.207381667983025
2482.35463,0.189785574346311
2482.45455,0.184276878993819
2482.554484,0.163430748984336
2482.654434,0.18155248089442
2482.754148,0.180607507333209
2482.854002,0.152351975365151
2482.954374,0.164155112885849
2483.055011,0.154340700105131
2483.15491,0.163414318413256
2483.254825,0.149950318787711
2483.354503,0.174505662041104
2483.454071,0.16342875821198
2483.554031,0.154810352624058
2483.654256,0.15559316930878
2483.754623,0.146731081608593
2483.85513,0.147581122508431
2483.954898,0.143906250207381
2484.054682,0.141204111153214
2484.154983,0.139108138370668
2484.255048,0.144437574912017
2484.355002,0.136055257456199
2484.454719,0.139416623191936
2484.554703,0.140000267335879
2484.654703,0.133540391279302
2484.754465,0.128336057941076
2484.85462,0.12877042159308
2484.954916,0.135431609677528
2485.054849,0.129123085835368
2485.154797,0.137606330092929
2485.254509,0.136599045364929
2485.354487,0.132374732468224
2485.454984,0.123808146858761
2485.555118,0.126697720031774
2485.654763,0.127031959379799
2485.754801,0.137006761026229
2485.854854,0.126227060950772
2485.954922,0.124466454534087
2486.055132,0.125395764920026
2486.154978,0.134022659026485
2486.254334,0.129084920584693
2486.35421,0.115854946685803
2486.454605,0.132353935746086
2486.554133,0.119844986543861
2486.654053,0.102286797598274
2486.754872,0.141612500612853
2486.855075,0.115350624233913
2487.042649,0.130066957971263
2487.580165,0.125584790481896
2488.64156,0.127352925442155
2490.053539,0.125049850462393
2491.553516,0.135877589090991
2493.053278,0.125246305572733
2494.553318,0.135107760992099
2496.053752,0.133330395363798
2497.553929,0.137684675860986
2499.053702,0.144722478721743
2500.553828,0.133293452401811
2502.053908,0.13015647110899
2503.553927,0.127767074318677
2505.054131,0.139030387467918
2506.554766,0.132544037206948
2508.05504,0.136035347115172
2509.554807,0.135442897436763
2511.055226,0.133869725949742
2512.55537,0.119289105612635
2514.055094,0.131703372121946
2515.555038,0.108226526703136
2517.054794,0.125646681689464
2518.55501,0.113357301125106
2520.055277,0.108837408470911
2521.555715,0.115925381321047
2523.05578,0.120383852139392
2524.555589,0.122818476429884
2526.056064,0.107057659262089
2527.556256,0.122883380542997
2529.055885,0.118042949247438
2530.555874,0.11964578544795
2532.056078,0.119083652773629
2533.555945,0.123452615923575
2535.056002,0.117154106831827
2536.556779,0.113600125795009
2538.057454,0.125034861799692
2539.557603,0.109725647461012
2541.057622,0.121552526136101
2542.557496,0.109745724710842
2544.057623,0.113888435245854
2545.557168,0.115185860680379
2547.057217,0.120880707233186
2548.557622,0.122972375540332
2550.057958,0.119162820760978
2551.558767,0.118768487348792
2553.058791,0.105909842370084
2554.558847,0.111418065939969
2556.059203,0.108411472662352
2557.559567,0.119076340008245
2559.05937,0.112180582595281
2560.559015,0.110943577776161
2562.059194,0.1073639490755
2563.559615,0.113114734899755
2565.059987,0.115365172284991
2566.560155,0.105827695965375
2568.060108,0.111393097386195
