# Energy, Intensity
2459.175,0.0000173
2459.718,0.0000709
2460.185,0.000117
2460.729,0.000171
2461.196,0.0121
2461.74,0.0239
2462.206,0.0358
2462.75,0.0359
2463.216,0.0478
2463.683,0.0478
2464.227,0.0479
2464.693,0.0479
2465.237,0.0125
2465.702,0.000661
2466.246,0.000715
2466.714,0.0126
2467.18,0.0245
2467.724,0.0364
2468.19,0.0838
2468.734,0.167
2469.201,0.261
2469.745,0.25
2470.211,0.273
2470.677,0.214
2471.222,0.167
2471.688,0.214
2472.232,0.202
2472.698,0.262
2473.242,0.285
2473.709,0.321
2474.175,0.404
2474.718,0.439
2475.185,0.463
2475.729,0.534
2476.196,0.546
2476.74,0.558
2477.206,0.605
2477.75,0.676
2478.216,0.605
2478.683,0.641
2479.227,0.748
2479.693,0.866
2480.237,1.859
2480.702,4.286
2481.246,6.89
2481.714,8.168
2482.18,7.73
2482.724,5.422
2483.19,2.581
2483.734,1.813
2484.201,1.553
2484.745,1.387
2485.211,1.233
2485.677,1.103
2486.222,0.996
2486.688,0.938
2487.232,0.89
2487.698,0.89
2488.242,0.902
2488.709,0.926
2489.175,0.996
2489.718,1.104
2490.185,1.151
2490.729,1.21
2491.196,1.246
2491.74,1.281
2492.206,1.351
2492.75,1.412
2493.216,1.447
2493.683,1.471
2494.227,1.506
2494.693,1.518
2495.237,1.542
2495.702,1.565
2496.246,1.565
2496.714,1.613
2497.18,1.661
2497.724,1.696
2498.19,1.649
2498.734,1.649
2499.201,1.637
2499.745,1.601
2500.211,1.589
2500.677,1.565
2501.222,1.519
2501.688,1.412
2502.232,1.401
2502.698,1.342
2503.242,1.342
2503.709,1.377
2504.175,1.377
2504.718,1.306
2505.185,1.152
2505.729,1.105
2506.196,1.093
2506.74,1.082
2507.206,1.07
2507.75,1.058
2508.216,1.046
2508.683,1.034
2509.227,1.035
2509.693,1.023
2510.237,1.023
2510.702,1.023
2511.246,1.023
2511.714,1.023
2512.18,1.023
2512.724,1.023
2513.19,1.023
2513.734,1.023
2514.201,1.023
2514.745,1.023
2515.211,1.023
2515.677,1.023
2516.222,1.012
2516.688,1.012
2517.232,1.012
2517.698,1.012
2518.242,1.012
2518.709,1.012
